order_id,user_id,restaurant_id,order_date,order_amount,discount_amount,delivery_cost
1018226,2793,2017,2025-10-08,420.45,14.07,101.89
1018227,2556,1876,2025-11-30,658.11,314.19,30.8
1018228,4870,928,2025-08-06,289.8,339.4,33.44
1018229,7112,97,2025-07-18,487.59,218.75,39.78
1018230,7384,181,2025-01-29,581.5,41.38,90.6
1018231,1296,1768,2025-02-20,1139.8,88.91,51.52
1018232,4143,570,2025-10-13,1368.52,106.65,90.89
1018233,7628,1711,2025-03-07,617.8,321.02,82.03
1018234,2940,874,2025-07-25,752.92,55.22,116.68
1018235,142,191,2025-07-23,135.67,204.4,96.9
1018236,2082,689,2025-02-06,890.42,172.25,134.94
1018237,1996,1566,2025-03-18,1111.94,59.79,97.63
1018238,2687,1093,2025-11-10,717.02,6.66,105.28
1018239,1926,912,2025-09-26,1325.47,207.87,70.46
1018240,124,1669,2025-07-18,892.51,5.92,79.42
1018241,385,2382,2025-07-20,272.38,174.7,28.18
1018242,3118,660,2025-11-14,340.57,267.58,114.68
1018243,336,92,2025-08-21,975.57,1268.2410000000002,114.1
1018244,2444,316,2025-12-27,216.86,98.92,118.92
1018245,2057,1180,2025-04-04,596.89,307.15,114.49
1018246,1757,642,2025-11-22,347.81,194.69,80.71
1018247,4639,706,2025-01-22,1222.59,257.61,78.81
1018248,7239,2408,2025-02-01,593.4,33.71,65.62
1018249,7148,2052,2025-10-18,467.67,177.69,32.17
1018250,2134,342,2025-07-29,1291.92,104.78,30.99
1018251,247,2146,2025-10-21,1316.83,267.77,82.42
1018252,1431,525,2025-12-14,360.94,104.14,48.73
1018253,4106,1654,2025-04-20,410.63,219.59,76.63
1018254,3895,1530,2025-06-08,322.07,117.58,51.93
1018255,1579,2423,2025-07-31,1310.77,221.88,71.38
1018256,4761,322,2025-05-25,460.91,11.79,112.05
1018257,7851,1415,2025-08-29,794.45,56.54,86.6
1018258,2334,1685,2025-11-23,1388.6,199.01,64.84
1018259,626,1784,2025-02-20,1117.61,143.52,89.36
1018260,109,1052,2025-08-19,1090.85,81.69,75.63
1018261,152,1681,2025-04-07,408.72,256.06,79.29
1018262,676,590,2025-01-13,1301.37,284.97,130.27
1018263,5034,1855,2025-05-27,694.62,22.91,48.73
1018264,271,2462,2025-09-18,563.72,146.62,113.3
1018265,3434,1623,2025-09-03,429.35,235.99,103.03
1018266,4850,441,2025-02-07,1227.82,194.2,119.61
1018267,6105,1616,2025-01-13,1202.33,349.34,38.58
1018268,5165,1100,2025-12-30,1380.84,328.22,49.87
1018269,6451,2001,2025-05-02,1343.56,30.23,89.31
1018270,2215,2401,2025-08-12,141.92,245.95,130.86
1018271,3606,1095,2025-06-04,1201.22,314.99,45.5
1018272,4380,1648,2025-02-13,468.11,204.41,133.3
1018273,2596,107,2025-01-22,779.72,263.6,103.45
1018274,6986,456,2025-11-23,250.1,110.95,46.22
1018275,2872,110,2025-07-23,1316.45,318.8,30.99
1018276,5614,2426,2025-03-24,709.83,87.08,57.47
1018277,7883,2113,2025-07-09,1303.77,184.71,106.02
1018278,2625,885,2025-03-09,245.3,83.76,79.82
1018279,2223,1574,2025-09-03,600.18,73.55,36.89
1018280,228,279,2025-09-29,1126.82,175.44,88.38
1018281,2325,1823,2025-10-17,445.81,179.94,55.13
1018282,5945,2062,2025-01-31,1120.77,194.61,46.37
1018283,2672,1662,2025-11-20,121.03,313.98,95.27
1018284,2947,2483,2025-01-13,382.04,132.22,125.4
1018285,383,1331,2025-09-02,188.0,242.63,47.02
1018286,5399,2243,2025-09-13,339.07,192.74,81.73
1018287,569,669,2025-02-07,123.18,152.81,28.88
1018288,1960,2245,2025-07-10,0.0,164.35,131.11
1018289,7586,406,2025-10-03,202.24,186.61,130.2
1018290,3269,2156,2025-01-01,384.77,34.59,66.44
1018291,1283,1769,2025-08-21,577.59,123.1,103.71
1018292,2615,71,2025-03-11,792.6,54.67,86.68
1018293,3293,661,2025-08-12,1148.42,89.04,99.65
1018294,6019,1560,2025-09-05,1246.61,147.62,57.0
1018295,6563,527,2025-05-27,1319.19,258.13,120.52
1018296,6852,79,2025-06-02,297.58,225.18,127.98
1018297,846,2279,2025-09-01,991.88,65.61,29.83
1018298,4366,677,2025-06-07,270.74,178.56,123.53
1018299,7840,867,2025-12-15,183.97,269.84,73.35
1018300,2689,1068,2025-03-19,1223.62,166.18,62.13
1018301,4901,179,2025-01-23,1094.71,190.71,139.46
1018302,3296,1884,2025-12-11,1392.29,188.36,50.41
1018303,4591,1779,2025-03-02,1183.19,202.45,60.56
1018304,2012,2090,2025-11-17,254.96,242.57,30.05
1018305,7139,1451,2025-03-02,1005.04,35.24,86.01
1018306,7345,387,2025-10-09,929.05,318.81,79.99
1018307,973,1452,2025-05-25,320.09,291.76,127.27
1018308,3557,1691,2025-01-20,1343.41,21.1,108.16
1018309,1917,889,2025-06-07,1279.48,40.78,100.38
1018310,4927,545,2025-04-08,756.29,44.31,61.88
1018311,4285,520,2025-07-14,442.83,307.46,40.25
1018312,6123,1029,2025-08-23,1292.27,312.82,108.49
1018313,6863,2171,2025-05-05,1011.72,3.24,61.49
1018314,4462,1815,2025-07-13,1226.12,17.28,41.28
1018315,3257,1429,2025-12-25,234.72,54.77,95.45
1018316,3673,343,2025-12-21,647.51,295.36,119.39
1018317,3169,699,2025-09-03,1134.08,104.78,85.0
1018318,4475,2372,2025-04-16,1312.79,303.24,67.68
1018319,1092,531,2025-02-22,869.69,179.83,109.72
1018320,2111,935,2025-05-29,1328.2,346.99,36.99
1018321,1290,1287,2025-12-23,199.54,214.45,79.78
1018322,2485,1274,2025-08-26,1366.75,279.22,102.02
1018323,7878,705,2025-12-15,201.38,243.18,71.59
1018324,313,2185,2025-08-10,667.54,90.94,123.25
1018325,1288,216,2025-07-02,1322.47,232.58,111.63
1018326,2773,1475,2025-03-15,839.18,3.91,95.62
1018327,3575,126,2025-02-06,607.55,314.31,106.1
1018328,4182,2138,2025-05-15,831.63,160.35,132.29
1018329,3123,1238,2025-08-21,1111.47,320.36,96.97
1018330,3763,1032,2025-12-13,430.85,107.23,127.75
1018331,4765,1926,2025-10-03,1031.14,43.58,135.78
1018332,7436,1593,2025-05-31,255.41,129.18,126.55
1018333,6425,2437,2025-03-16,459.08,86.8,135.68
1018334,4503,582,2025-01-17,796.83,341.36,58.44
1018335,6091,1455,2025-03-30,1016.43,49.81,96.89
1018336,2777,9,2025-07-01,491.62,104.21,93.44
1018337,7591,1425,2025-01-06,931.59,128.87,44.29
1018338,1704,181,2025-04-01,826.82,201.41,113.04
1018339,3176,1546,2025-03-01,151.05,318.4,108.14
1018340,1306,1424,2025-01-19,1234.32,345.23,67.38
1018341,5640,1562,2025-04-07,182.16,236.808,68.28
1018342,3594,1635,2025-10-15,1261.02,115.9,73.16
1018343,3210,1517,2025-08-02,327.87,9.49,130.12
1018344,4424,331,2025-02-16,894.95,337.54,125.54
1018345,4091,1821,2025-10-19,962.93,85.87,94.14
1018346,6346,29,2025-01-01,440.42,225.17,83.34
1018347,7407,1342,2025-06-20,1094.23,113.62,57.01
1018348,5998,312,2025-02-03,870.01,295.57,38.76
1018349,337,2321,2025-04-24,165.96,119.06,35.5
1018350,2351,1191,2025-12-01,1080.57,216.33,43.1
1018351,6368,270,2025-04-25,1028.79,38.03,108.4
1018352,3177,2128,2025-05-01,211.34,119.27,104.32
1018353,2045,1211,2025-07-28,1256.26,133.51,30.58
1018354,6131,1558,2025-10-07,410.94,200.53,105.58
1018355,2146,1354,2025-02-22,887.9,286.55,139.76
1018356,3050,1407,2025-04-09,708.81,126.67,129.43
1018357,6966,2157,2025-07-03,561.04,33.4,56.19
1018358,1514,987,2025-12-15,349.49,454.33700000000005,132.16
1018359,2026,1106,2025-04-01,307.18,236.06,122.4
1018360,2370,1502,2025-01-28,473.35,319.98,92.04
1018361,671,2356,2025-07-26,402.82,133.47,100.26
1018362,1528,302,2025-04-29,843.25,53.41,120.94
1018363,5499,1947,2025-06-27,469.39,324.6,54.34
1018364,2824,1007,2025-05-07,209.67,39.71,104.85
1018365,2322,1257,2025-06-26,779.38,283.6,
1018366,4941,323,2025-09-22,689.1,0.37,107.64
1018367,6543,2100,2025-08-29,775.84,147.59,128.94
1018368,7962,2305,2025-07-30,385.86,179.45,96.96
1018369,3121,510,2025-08-18,972.82,111.84,85.84
1018370,1466,1992,2025-03-27,872.53,19.67,82.24
1018371,6038,2155,2025-03-25,629.84,281.79,62.53
1018372,6718,381,2025-11-01,744.24,64.75,125.24
1018373,6337,1066,2025-01-05,465.65,273.16,135.49
1018374,4037,329,2025-09-06,1037.99,296.82,52.28
1018375,1934,456,2025-04-14,1108.4,31.51,60.01
1018376,7807,2034,2025-02-08,337.34,98.24,41.43
1018377,2605,1182,2025-06-19,391.5,183.53,128.75
1018378,7398,1078,2025-08-29,768.46,263.71,56.0
1018379,5757,1720,2025-05-30,1200.27,83.93,46.98
1018380,6107,178,2025-10-09,133.92,302.63,100.44
1018381,7005,635,2025-05-11,765.4,192.24,48.98
1018382,2577,2469,2025-08-30,653.13,38.3,91.22
1018383,2295,890,2025-04-27,1272.3,17.43,49.68
1018384,1646,1959,2025-11-26,216.93,100.57,130.04
1018385,342,1567,2025-09-08,444.07,37.08,113.28
1018386,3369,440,2025-08-04,404.34,189.35,75.37
1018387,6733,2052,2025-06-15,149.29,110.93,56.23
1018388,285,1985,2025-09-18,877.51,296.22,89.47
1018389,3413,1547,2025-02-24,160.71,192.38,136.4
1018390,3324,1451,2025-06-06,678.09,231.28,128.92
1018391,3792,1418,2025-07-26,783.41,155.11,96.15
1018392,7561,1590,2025-06-11,984.12,16.72,54.97
1018393,1238,1640,2025-08-09,1294.59,52.65,104.81
1018394,6559,116,2025-03-12,1221.48,251.6,47.06
1018395,3812,1467,2025-09-26,1005.5,239.21,77.48
1018396,7267,1874,2025-05-06,390.4,231.09,28.86
1018397,6416,1579,2025-04-19,1031.61,90.95,103.77
1018398,408,2251,2025-01-16,556.1,202.31,118.28
1018399,7444,53,2025-11-10,383.82,72.56,31.13
1018400,3062,1187,2025-12-17,1056.45,165.49,26.11
1018401,6204,685,2025-08-27,348.5,206.31,106.01
1018402,2599,1903,2025-10-28,1178.9,287.33,90.8
1018403,5221,735,2025-12-02,1137.97,123.45,117.27
1018404,4725,309,2025-06-21,1345.36,288.9,67.59
1018405,3439,1072,2025-05-06,1234.04,187.39,79.04
1018406,2132,972,2025-10-18,362.15,301.05,44.83
1018407,6471,157,2025-11-06,339.69,149.46,
1018408,4593,2477,2025-03-17,279.08,286.47,119.33
1018409,7097,315,2025-06-04,388.12,316.54,115.36
1018410,2537,1987,2025-06-17,1017.05,248.84,139.85
1018411,2622,1684,2025-05-17,185.2,268.0,25.73
1018412,6829,2101,2025-06-15,883.93,9.15,26.12
1018413,2287,1974,2025-04-29,1388.16,167.7,134.89
1018414,7954,120,2025-05-24,660.92,223.8,115.57
1018415,546,797,2025-10-18,1081.8,87.2,45.55
1018416,4386,1365,2025-01-10,1245.22,180.98,128.69
1018417,3643,467,2025-10-14,200.42,212.87,80.14
1018418,7357,1030,2025-06-21,229.01,328.81,127.21
1018419,1090,177,2025-04-17,124.74,233.13,68.95
1018420,2660,1055,2025-04-09,131.29,324.59,124.07
1018421,6127,609,2025-02-05,287.34,99.83,127.34
1018422,1789,1099,2025-06-05,687.09,84.34,132.38
1018423,5001,358,2025-08-10,1313.54,101.91,51.59
1018424,906,1594,2025-03-30,298.58,349.45,112.58
1018425,6708,1529,2025-06-06,644.65,67.32,91.78
1018426,5242,1058,2025-12-27,134.69,201.07,54.07
1018427,2078,982,2025-02-17,450.84,175.01,115.93
1018428,3122,2395,2025-12-15,774.87,131.92,67.99
1018429,7080,417,2025-11-15,596.96,315.9,99.05
1018430,3293,1331,2025-06-20,1366.52,272.75,80.56
1018431,4106,988,2025-07-29,758.22,209.02,57.35
1018432,6556,1302,2025-06-03,1091.57,165.52,91.08
1018433,6113,861,2025-01-16,158.3,328.46,100.72
1018434,5905,2089,2025-05-23,1033.49,29.2,83.81
1018435,2725,1555,2025-09-06,1101.24,94.82,28.61
1018436,920,1011,2025-01-02,893.7,327.57,80.5
1018437,1954,590,2025-08-25,733.55,83.7,137.48
1018438,588,1056,2025-02-16,722.95,212.18,111.8
1018439,6915,254,2025-11-09,201.44,124.76,33.09
1018440,5347,1285,2025-09-21,1074.04,106.68,128.26
1018441,267,1180,2025-04-13,1396.81,261.95,100.03
1018442,4853,1694,2025-07-23,343.75,24.17,105.85
1018443,7649,1420,2025-12-23,1036.19,207.66,27.74
1018444,778,332,2025-09-20,447.68,211.07,26.18
1018445,892,2319,2025-03-01,1088.02,293.15,68.74
1018446,7143,692,2025-03-09,300.48,120.61,59.89
1018447,4248,1764,2025-08-18,319.79,185.01,108.79
1018448,3729,657,2025-11-11,140.29,32.69,45.08
1018449,170,1727,2025-04-10,1392.43,337.6,49.17
1018450,4323,2024,2025-01-28,605.31,40.64,69.62
1018451,2090,826,2025-08-15,891.15,24.78,78.97
1018452,3493,571,2025-01-28,1036.53,119.82,102.13
1018453,1816,23,2025-05-03,273.39,277.29,108.88
1018454,7617,2276,2025-03-20,432.91,213.56,44.44
1018455,3874,1269,2025-08-27,1051.04,203.45,105.43
1018456,6780,109,2025-05-04,163.39,336.13,42.7
1018457,3597,902,2025-08-31,894.23,155.37,122.11
1018458,4394,1982,2025-04-22,169.42,299.95,122.91
1018459,6783,1537,2025-04-29,849.21,152.26,46.21
1018460,657,1905,2025-10-31,472.54,3.81,88.76
1018461,3799,1656,2025-03-31,1270.95,81.33,78.1
1018462,2978,782,2025-10-15,805.14,137.19,81.81
1018463,5953,1151,2025-12-12,184.09,240.67,43.5
1018464,1637,2340,2025-09-13,1055.63,78.42,49.57
1018465,5301,1544,2025-12-17,831.32,37.88,107.97
1018466,2242,300,2025-08-20,861.39,93.67,61.38
1018467,4193,2296,2025-01-01,651.06,262.33,120.78
1018468,6202,257,2025-07-16,354.6,171.75,114.92
1018469,1909,1036,2025-03-09,1111.87,35.6,26.53
1018470,117,1131,2025-06-16,580.5,341.86,45.55
1018471,1397,1016,2025-07-28,412.2,300.43,111.23
1018472,3156,2276,2025-12-12,561.79,17.18,41.35
1018473,2828,299,2025-09-17,378.43,337.7,137.65
1018474,7287,221,2025-04-08,166.97,143.42,112.45
1018475,1903,2097,2025-02-16,1232.34,66.96,59.53
1018476,5644,1650,2025-09-27,1349.0,190.23,98.63
1018477,683,2029,2025-04-16,493.75,124.49,77.6
1018478,1153,1789,2025-09-05,415.76,332.35,51.49
1018479,5759,253,2025-12-01,777.02,342.38,131.25
1018480,4538,1345,2025-10-20,796.19,184.23,84.31
1018481,1905,1905,2025-11-17,1165.82,222.73,39.47
1018482,4088,2320,2025-01-25,1215.11,312.79,107.96
1018483,5111,261,2025-05-23,1291.44,34.11,88.59
1018484,1386,1870,2025-10-26,163.25,149.35,42.24
1018485,4838,466,2025-02-23,978.96,241.47,55.18
1018486,1389,1428,2025-10-15,924.64,168.52,94.24
1018487,5544,11,2025-08-02,613.43,334.23,101.9
1018488,3390,2157,2025-11-26,483.65,64.48,
1018489,3466,789,2025-11-29,960.38,224.04,85.79
1018490,3329,1844,2025-12-11,1306.78,95.77,122.55
1018491,3641,720,2025-10-13,288.02,201.74,46.58
1018492,5608,1046,2025-02-14,142.5,34.94,47.42
1018493,7681,2329,2025-10-22,950.78,133.11,29.01
1018494,6725,1515,2025-06-12,754.14,191.13,112.13
1018495,7190,1594,2025-01-13,1187.93,223.62,34.61
1018496,6474,1110,2025-05-19,991.19,204.98,35.85
1018497,7318,828,2025-11-20,931.69,38.25,119.7
1018498,730,571,2025-09-22,1044.41,139.27,48.53
1018499,7669,588,2025-07-06,970.35,337.4,128.19
1018500,7856,1018,2025-12-06,291.65,220.06,119.45
1018501,2324,749,2025-03-08,267.46,114.19,37.55
1018502,2246,892,2025-01-08,1122.71,155.48,109.54
1018503,3395,376,2025-12-14,695.15,250.33,34.52
1018504,6436,1764,2025-05-09,615.35,199.79,35.66
1018505,3391,487,2025-10-04,511.72,174.35,85.05
1018506,1740,900,2025-09-18,906.5,219.78,127.57
1018507,1365,1287,2025-08-16,491.86,24.54,129.66
1018508,7048,2005,2025-08-05,775.44,65.14,67.43
1018509,7141,1768,2025-03-17,500.63,33.07,68.19
1018510,964,1967,2025-04-09,571.88,293.35,43.24
1018511,2935,1227,2025-05-18,396.69,192.57,52.09
1018512,1015,84,2025-08-12,257.71,88.62,135.44
1018513,2660,1508,2025-03-24,709.95,292.26,48.16
1018514,3513,2170,2025-04-05,678.26,249.05,58.66
1018515,6107,1524,2025-10-23,920.82,169.34,108.13
1018516,688,456,2025-04-14,738.26,254.2,137.31
1018517,6311,938,2025-09-02,624.48,254.42,117.94
1018518,184,1571,2025-02-26,926.46,178.71,70.63
1018519,1385,1031,2025-06-14,608.79,299.63,125.47
1018520,3645,579,2025-10-16,723.69,119.62,91.69
1018521,769,1732,2025-12-26,350.45,240.66,108.11
1018522,4392,2300,2025-06-26,252.58,227.16,97.18
1018523,1083,898,2025-12-21,968.44,194.15,100.41
1018524,7256,1478,2025-01-22,826.16,312.07,26.48
1018525,1980,2282,2025-03-23,314.84,203.59,138.43
1018526,1420,1332,2025-04-19,1145.98,141.79,129.68
1018527,6904,1849,2025-06-29,330.77,161.19,96.62
1018528,1817,1114,2025-10-12,1370.65,319.56,58.54
1018529,7708,244,2025-07-21,1292.61,142.46,131.69
1018530,6376,1478,2025-11-01,857.72,178.79,107.36
1018531,3534,747,2025-10-10,179.29,99.26,127.38
1018532,6467,1925,2025-05-03,883.86,166.3,131.03
1018533,4798,283,2025-09-10,683.16,167.47,33.78
1018534,3117,1692,2025-03-01,0.0,1645.7220000000002,99.41
1018535,2132,1966,2025-01-03,936.46,257.95,135.57
1018536,6808,349,2025-01-26,1328.55,185.78,89.58
1018537,314,123,2025-01-31,969.82,149.49,28.14
1018538,3185,2031,2025-06-18,1170.6,330.85,37.88
1018539,5714,1896,2025-03-19,461.7,320.55,58.62
1018540,1617,480,2025-06-10,794.39,16.02,90.78
1018541,7145,64,2025-08-22,954.93,283.33,60.49
1018542,3751,1291,2025-09-03,1245.65,51.81,124.35
1018543,6239,2208,2025-12-22,998.73,270.97,116.96
1018544,442,2107,2025-05-02,1234.92,58.6,43.94
1018545,2490,1823,2025-06-21,597.37,228.57,49.59
1018546,5921,2327,2025-05-29,1278.0,84.63,138.03
1018547,5138,821,2025-12-20,909.32,295.19,130.68
1018548,5105,180,2025-01-14,475.76,276.97,97.81
1018549,1052,250,2025-09-19,395.04,180.4,51.29
1018550,7684,1262,2025-02-26,326.78,128.18,98.74
1018551,1426,730,2025-10-03,640.82,85.03,
1018552,7753,83,2025-02-20,1265.9,167.11,139.59
1018553,2378,433,2025-04-14,1194.61,167.49,58.51
1018554,4553,2390,2025-01-15,1000.9,94.6,40.76
1018555,6979,2384,2025-02-08,1300.13,2.63,59.4
1018556,432,1066,2025-06-22,1163.32,70.08,95.92
1018557,591,1877,2025-02-02,267.91,302.0,42.35
1018558,7632,2402,2025-08-27,265.62,223.83,63.29
1018559,5824,2248,2025-10-22,1312.94,188.55,59.08
1018560,2093,1560,2025-08-27,795.77,334.14,69.57
1018561,6847,246,2025-02-25,1261.7,84.31,51.59
1018562,3878,491,2025-06-25,560.57,222.63,132.84
1018563,7713,826,2025-10-05,682.42,300.67,101.23
1018564,639,991,2025-09-19,238.07,301.97,112.5
1018565,948,2460,2025-10-28,641.17,224.61,60.46
1018566,6266,2056,2025-01-31,825.23,259.61,94.77
1018567,5519,1503,2025-04-29,1082.18,200.45,56.34
1018568,5124,2463,2025-10-30,360.1,24.17,91.55
1018569,1237,45,2025-08-24,808.81,185.39,102.45
1018570,3562,1383,2025-10-16,303.52,36.81,59.13
1018571,4933,1201,2025-06-05,1058.83,29.57,103.92
1018572,4635,651,2025-11-09,600.14,113.45,58.29
1018573,7394,561,2025-06-26,1296.88,90.36,126.2
1018574,3024,2109,2025-10-19,493.73,326.16,136.99
1018575,3858,354,2025-01-19,352.32,217.79,76.37
1018576,1811,129,2025-09-03,1230.87,55.42,50.73
1018577,2552,2332,2025-03-28,1100.98,283.18,65.39
1018578,6763,198,2025-03-26,216.25,118.55,
1018579,7612,281,2025-04-22,661.69,230.17,63.32
1018580,3982,2054,2025-12-18,359.54,251.85,120.16
1018581,1945,162,2025-12-25,408.34,32.38,139.73
1018582,1654,1686,2025-05-21,441.73,274.34,92.67
1018583,5539,2273,2025-12-30,1004.08,165.65,52.97
1018584,2395,1718,2025-02-14,414.12,343.22,49.18
1018585,4170,257,2025-09-09,584.11,177.84,56.44
1018586,5325,1246,2025-04-20,1363.55,127.19,92.76
1018587,3104,855,2025-09-29,370.23,218.87,121.78
1018588,1002,2396,2025-04-16,563.7,172.03,75.97
1018589,5163,603,2025-09-05,204.35,111.99,26.27
1018590,2677,1175,2025-06-07,1323.91,166.63,120.44
1018591,2137,1403,2025-07-05,940.61,85.02,31.52
1018592,6747,448,2025-06-10,1247.61,287.21,61.45
1018593,3246,2055,2025-07-07,1147.27,149.92,26.1
1018594,1799,1939,2025-03-20,1057.84,33.74,50.51
1018595,1548,790,2025-10-10,277.64,147.17,53.07
1018596,5907,585,2025-08-08,297.27,259.78,137.46
1018597,4858,736,2025-06-25,970.42,28.06,104.0
1018598,4403,388,2025-04-10,672.88,220.53,42.23
1018599,3685,789,2025-08-24,770.01,120.79,124.97
1018600,2363,892,2025-03-02,232.7,12.36,107.93
1018601,5536,490,2025-01-15,777.13,189.47,108.82
1018602,7268,1834,2025-09-01,1241.34,46.46,90.61
1018603,1192,1195,2025-05-05,163.45,203.84,76.71
1018604,4176,1969,2025-02-05,731.07,325.84,112.03
1018605,4400,1562,2025-02-20,216.61,18.61,132.42
1018606,6504,130,2025-08-15,1111.31,188.38,113.31
1018607,6800,2087,2025-08-25,490.59,77.1,67.3
1018608,5900,63,2025-03-14,419.01,2.6,88.98
1018609,1421,1574,2025-11-15,852.54,245.03,96.49
1018610,5333,907,2025-09-01,960.65,125.0,94.8
1018611,4574,857,2025-06-30,778.87,126.91,132.27
1018612,174,1198,2025-03-09,729.35,51.74,131.21
1018613,7508,2418,2025-04-01,535.72,287.28,115.7
1018614,5180,2179,2025-05-05,437.82,331.38,113.82
1018615,914,759,2025-12-31,661.68,41.68,26.86
1018616,1930,866,2025-01-25,336.19,196.71,85.22
1018617,5516,2405,2025-11-06,540.42,92.47,110.51
1018618,4558,674,2025-09-17,968.33,230.4,136.28
1018619,7914,2176,2025-10-27,840.86,195.03,52.09
1018620,383,2498,2025-03-22,529.44,236.4,48.62
1018621,6038,821,2025-12-02,331.59,330.96,91.88
1018622,1937,236,2025-03-15,1253.89,128.01,85.35
1018623,5160,924,2025-02-04,651.31,261.32,34.12
1018624,364,2357,2025-06-06,984.33,170.05,103.15
1018625,631,2092,2025-07-24,518.41,135.01,54.03
1018626,4117,335,2025-10-17,241.88,196.11,29.46
1018627,7093,1028,2025-03-11,556.13,56.54,66.45
1018628,2659,1426,2025-05-27,-50.0,219.6,124.42
1018629,3323,34,2025-10-03,593.92,216.71,87.99
1018630,2400,534,2025-03-12,897.52,56.52,123.79
1018631,4132,1288,2025-07-09,889.6,346.88,75.96
1018632,2251,1962,2025-01-18,1382.82,54.65,47.64
1018633,513,2461,2025-10-20,1376.92,289.58,95.69
1018634,4875,645,2025-06-05,277.23,344.04,74.39
1018635,3901,2292,2025-05-11,172.27,281.75,48.89
1018636,5606,275,2025-12-22,388.1,321.59,41.05
1018637,1675,1841,2025-03-21,1310.15,108.81,78.75
1018638,6848,1733,2025-01-02,540.93,154.55,92.32
1018639,5710,1706,2025-02-03,1090.7,141.48,85.95
1018640,6091,2235,2025-04-10,143.98,42.23,106.37
1018641,6894,1956,2025-08-15,1247.99,208.22,34.95
1018642,5789,892,2025-09-08,559.21,263.43,52.65
1018643,6092,482,2025-03-12,601.2,122.26,43.2
1018644,1691,833,2025-04-27,1218.17,284.27,56.38
1018645,2200,1558,2025-10-14,783.01,338.81,57.46
1018646,2768,2285,2025-02-24,282.6,93.09,60.25
1018647,4026,1445,2025-11-26,774.74,137.45,68.09
1018648,7103,1842,2025-11-30,780.21,163.03,62.82
1018649,3186,990,2025-10-04,362.16,101.41,40.07
1018650,1515,2040,2025-03-18,543.24,293.96,29.99
1018651,1767,458,2025-09-07,510.27,309.08,25.61
1018652,2381,1441,2025-11-12,488.74,338.38,53.99
1018653,7829,2265,2025-02-28,747.24,51.25,67.95
1018654,2213,878,2025-01-18,389.47,172.57,132.09
1018655,1248,1440,2025-05-07,1369.91,156.69,44.66
1018656,4314,1540,2025-10-01,259.27,97.98,74.99
1018657,208,1339,2025-02-21,1075.75,34.01,
1018658,3945,1451,2025-07-10,1086.77,6.92,
1018659,5106,2033,2025-09-01,1356.77,345.43,57.96
1018660,2167,1777,2025-02-25,648.11,56.4,101.35
1018661,6935,2159,2025-03-24,616.44,30.91,51.84
1018662,7002,1281,2025-03-04,614.89,52.27,28.2
1018663,3460,211,2025-06-11,321.96,163.63,93.89
1018664,6952,1507,2025-10-11,652.69,217.55,124.5
1018665,7418,1403,2025-06-15,651.19,191.27,88.43
1018666,1285,674,2025-10-02,859.32,163.09,127.12
1018667,3809,1506,2025-10-06,443.91,67.78,131.78
1018668,4826,1394,2025-03-15,660.05,27.77,96.4
1018669,4699,1009,2025-10-04,441.64,40.4,60.47
1018670,5806,2062,2025-12-18,1354.41,288.16,54.74
1018671,7187,1266,2025-02-09,843.24,286.18,97.22
1018672,1713,2359,2025-04-20,919.42,255.02,54.92
1018673,2095,713,2025-05-10,0.0,270.66,104.33
1018674,87,562,2025-02-13,1101.87,228.37,123.21
1018675,5072,854,2025-09-19,900.97,192.52,66.08
1018676,2634,154,2025-10-11,524.28,64.5,129.56
1018677,6652,1069,2025-08-24,348.16,348.81,40.78
1018678,3686,753,2025-03-13,814.25,137.07,58.11
1018679,2396,708,2025-09-18,1020.02,159.47,53.4
1018680,7198,2096,2025-08-09,539.37,348.57,117.56
1018681,5829,1000,2025-04-03,1263.41,10.45,63.06
1018682,4269,319,2025-08-12,1378.15,222.45,82.15
1018683,7734,8,2025-02-21,646.7,330.09,86.89
1018684,3905,1152,2025-09-21,826.48,330.44,112.4
1018685,2326,174,2025-09-10,865.11,3.03,90.65
1018686,433,1840,2025-12-08,1118.4,348.59,96.8
1018687,3447,865,2025-08-15,423.77,278.3,120.64
1018688,6912,303,2025-03-16,287.51,89.29,67.62
1018689,6060,929,2025-01-08,887.97,188.27,86.96
1018690,1812,1240,2025-10-14,512.41,246.06,83.13
1018691,801,575,2025-07-12,171.76,74.47,42.49
1018692,159,1766,2025-08-04,419.46,39.33,33.14
1018693,1289,356,2025-12-24,1113.58,106.14,103.7
1018694,2723,2196,2025-04-18,779.54,239.2,123.0
1018695,2117,935,2025-09-27,619.63,165.32,107.61
1018696,4596,1808,2025-02-05,287.35,121.39,126.53
1018697,3541,2340,2025-03-19,618.48,147.75,59.61
1018698,6570,2482,2025-04-14,453.36,254.47,71.81
1018699,665,713,2025-12-26,896.22,263.02,68.15
1018700,6244,1290,2025-10-17,1037.03,323.52,121.55
1018701,3021,980,2025-12-26,904.25,240.52,54.95
1018702,1051,2330,2025-02-18,742.71,318.36,136.8
1018703,1985,1876,2025-02-11,1304.18,143.42,50.05
1018704,3873,1738,2025-04-17,209.26,231.14,77.42
1018705,5464,512,2025-02-15,249.86,32.24,88.88
1018706,6444,650,2025-11-17,1130.93,251.15,120.64
1018707,5386,756,2025-09-15,945.69,251.65,75.23
1018708,767,2279,2025-06-05,0.0,341.83,40.65
1018709,7507,777,2025-11-08,770.31,196.15,126.5
1018710,2091,2079,2025-04-10,974.55,84.95,36.72
